county,state,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,mean_2010,mean_2011,mean_2012,mean_2013,mean_2014,mean_2015,mean_2016,mean_2017,mean_2018,mean_2019
allegany county,MD,Cumberland,24,1,717,119412.75,115941.33333333333,117596.20833333333,106441.5,102551.29166666667,94329.16666666667,102662.41666666667,95045.75,105174.875,106194.25
forrest county,MS,Hattiesburg,28,35,718,135373.91666666666,136029.16666666666,138177.95833333334,136204.16666666666,133050.0,132366.66666666666,140462.5,150410.54166666666,146220.83333333334,139900.0
hancock county,OH,Findlay,39,63,719,130122.91666666667,126329.16666666667,130914.79166666667,137216.66666666666,140896.66666666666,146579.16666666666,159029.16666666666,162100.0,174645.83333333334,178900.0
wood county,WI,Wisconsin Rapids-Marshfield,55,141,720,114413.54166666667,109633.33333333333,103020.66666666667,107879.08333333333,112108.125,113600.0,113931.25,120674.91666666667,130383.33333333333,129725.0
floyd county,IN,Louisville/Jefferson County,18,43,721,145927.5,145927.5,145927.5,145927.5,145927.5,145927.5,167129.16666666666,176379.16666666666,190107.91666666666,193447.5
putnam county,FL,Palatka,12,107,722,149700.0,138804.16666666666,120099.95833333333,120212.5,130458.33333333333,127393.95833333333,129225.0,136566.66666666666,154545.83333333334,154925.0
bullitt county,KY,Louisville/Jefferson County,21,29,723,155205.58333333334,149179.16666666666,147520.83333333334,153153.95833333334,162261.33333333334,167629.16666666666,175293.75,195235.41666666666,219865.41666666666,220622.5
oconee county,SC,Seneca,45,73,724,232862.5,219066.66666666666,200341.66666666666,205713.33333333334,220570.83333333334,224547.91666666666,234466.66666666666,230701.54166666666,259895.625,254950.0
bastrop county,TX,Austin-Round Rock,48,21,725,163964.58333333334,158895.375,164477.16666666666,180753.125,203399.375,220025.0,236448.75,250233.125,249128.66666666666,269970.0
christian county,KY,Clarksville,21,47,726,106720.83333333333,107834.70833333333,114080.91666666667,112383.25,110637.5,112537.45833333333,113262.5,120316.66666666667,122379.16666666667,123450.0
augusta county,VA,Staunton-Waynesboro,51,15,727,234395.83333333334,224637.5,218391.66666666666,225383.33333333334,225558.33333333334,231141.66666666666,236695.83333333334,247434.66666666666,253015.0,263888.0
surry county,NC,Mount Airy,37,171,728,166235.5,166235.5,166235.5,166235.5,166235.5,166235.5,145883.33333333334,147737.5,156216.66666666666,161600.0
madison county,NY,Syracuse,36,53,729,183504.16666666666,175556.58333333334,167144.16666666666,164228.75,162337.5,162966.66666666666,170087.5,166775.0,172425.0,170975.0
nassau county,FL,Jacksonville,12,89,730,336117.2916666667,297288.9166666667,268394.5833333333,253850.0,264194.1666666667,265426.4583333333,301997.2916666667,311929.1666666667,329339.9166666667,325000.0
iberia parish,LA,Lafayette,22,45,731,171400.0,171400.0,171400.0,151866.66666666666,157050.0,153995.83333333334,155295.83333333334,149216.66666666666,141495.79166666666,138850.0
monroe county,FL,Key West,12,87,732,580641.6666666666,517159.2916666667,479083.3333333333,515916.6666666667,519374.9166666667,588370.8333333334,640945.7916666666,669750.0,705883.3333333334,722000.0
wagoner county,OK,Tulsa,40,145,733,151523.0,146682.5,140126.20833333334,146817.33333333334,148231.29166666666,150705.875,157975.54166666666,164611.5,177335.04166666666,175954.75
grays harbor county,WA,Aberdeen,53,27,734,160179.08333333334,152500.0,146483.08333333334,146208.33333333334,153066.66666666666,155504.16666666666,158762.5,177169.79166666666,197681.25,196000.0
chelan county,WA,Wenatchee,53,7,735,220142.85714285713,220142.85714285713,220142.85714285713,211966.66666666666,247249.58333333334,259270.83333333334,278037.5,280922.6666666667,327866.6666666667,342225.0
putnam county,TN,Cookeville,47,141,736,161088.25,151858.33333333334,146041.45833333334,150687.5,160912.5,174975.0,197556.5,195549.5,207375.0,209925.0
yuba county,CA,Yuba City,6,115,737,241592.7,241592.7,241592.7,241592.7,241592.7,248994.16666666666,267045.75,285728.875,294224.5833333333,291425.0
aroostook county,ME,N/A,23,3,738,130216.66666666667,125220.83333333333,116833.33333333333,113925.0,113758.33333333333,107579.16666666667,107025.0,109129.125,112208.33333333333,100750.0
apache county,AZ,N/A,4,1,739,168303.75,168303.75,168303.75,168303.75,168303.75,168303.75,180891.66666666666,207754.16666666666,215954.16666666666,228725.0
mckinley county,NM,Gallup,35,31,740,187363.63636363635,167479.16666666666,162233.33333333334,155962.5,162829.16666666666,151916.66666666666,148775.0,154016.66666666666,144036.91666666666,136500.0
clallam county,WA,Port Angeles,53,9,741,268825.0,250033.33333333334,233310.33333333334,249666.54166666666,254399.95833333334,246300.0,254458.33333333334,302558.2916666667,320814.5833333333,323700.0
franklin county,MA,Greenfield Town,25,11,742,224883.33333333334,217458.33333333334,215808.29166666666,221541.66666666666,226437.5,227557.33333333334,232112.45833333334,229833.33333333334,232061.95833333334,234475.0
riley county,KS,Manhattan,20,161,743,173225.0,173908.33333333334,184078.75,184229.16666666666,195495.83333333334,200233.29166666666,207549.58333333334,208965.41666666666,195833.33333333334,197500.0
de kalb county,AL,Fort Payne,1,49,744,143591.66666666666,131853.54166666666,131525.0,134175.0,142583.25,148541.66666666666,144517.54166666666,149312.5,153454.16666666666,152450.0
muskogee county,OK,Muskogee,40,101,745,91364.58333333333,89554.16666666667,95333.33333333333,99474.58333333333,100287.5,111156.25,99133.33333333333,112703.625,111129.16666666667,102875.0
shiawassee county,MI,Owosso,26,155,746,101081.25,85629.16666666667,79333.33333333333,87095.83333333333,91716.66666666667,85438.0,95599.95833333333,107793.5,114644.16666666667,117000.0
isabella county,MI,Mount Pleasant,26,73,747,134275.0,124308.33333333333,117900.0,120700.0,127379.16666666667,129291.66666666667,132457.45833333334,138304.16666666666,142625.5,136500.0
bulloch county,GA,Statesboro,13,31,748,153924.45833333334,148791.54166666666,141137.41666666666,141035.33333333334,139587.5,142216.66666666666,155681.25,161883.25,158920.83333333334,169950.0
grant county,IN,Marion,18,53,749,64841.666666666664,70912.5,77108.33333333333,77716.66666666667,77304.16666666667,85854.16666666667,82695.83333333333,78216.66666666667,78537.5,75550.0
portage county,WI,Stevens Point,55,97,750,163729.16666666666,157225.0,140979.16666666666,142808.33333333334,150175.0,166454.16666666666,172058.33333333334,184679.16666666666,193179.16666666666,179900.0
hancock county,IN,Indianapolis-Carmel-Anderson,18,59,751,150378.70833333334,144479.04166666666,147792.08333333334,152381.25,161755.83333333334,165283.70833333334,180020.0,197220.83333333334,216626.58333333334,228950.0
creek county,OK,Tulsa,40,37,752,125509.66666666667,121341.83333333333,126927.0,134586.29166666666,130227.41666666667,129522.29166666667,127749.58333333333,131937.95833333334,143991.66666666666,144700.0
jefferson county,OH,Weirton-Steubenville,39,81,753,88714.28571428571,88714.28571428571,88714.28571428571,88714.28571428571,88714.28571428571,84891.66666666667,76215.04166666667,82979.16666666667,86712.5,79950.0
greenwood county,SC,Greenwood,45,47,754,139225.0,137491.66666666666,136322.91666666666,133250.0,133554.16666666666,138158.33333333334,146716.66666666666,147387.41666666666,124846.66666666667,116400.0
pottawatomie county,OK,Shawnee,40,125,755,118766.54166666667,113291.66666666667,113270.83333333333,112941.66666666667,109758.33333333333,118175.0,132683.33333333334,142157.91666666666,151943.75,147950.0
barrow county,GA,Atlanta-Sandy Springs-Roswell,13,13,756,129865.58333333333,101787.5,96100.0,121187.5,143429.16666666666,155647.83333333334,169008.33333333334,183807.41666666666,204856.25,216243.25
wilkes county,NC,North Wilkesboro,37,193,757,172504.16666666666,173800.0,162591.66666666666,159800.0,166616.66666666666,174879.16666666666,179649.95833333334,188125.0,190887.45833333334,189900.0
harrison county,WV,Clarksburg,54,33,758,148960.0,148960.0,148960.0,148960.0,148104.16666666666,160891.66666666666,150329.16666666666,142258.33333333334,159688.16666666666,168350.0
armstrong county,PA,Pittsburgh,42,5,759,102829.16666666667,90554.16666666667,93808.33333333333,95175.0,100525.0,88937.41666666667,94845.83333333333,96512.5,96581.375,84317.25
wayne county,IN,Richmond,18,177,760,88531.25,88531.25,88531.25,88531.25,88531.25,88531.25,88531.25,85783.33333333333,90216.66666666667,84950.0
morgan county,IN,Indianapolis-Carmel-Anderson,18,109,761,154231.95833333334,147595.75,141560.375,137046.58333333334,141683.33333333334,148887.5,158878.91666666666,173854.04166666666,191412.5,198624.75
greene county,TN,Greeneville,47,59,762,152866.08333333334,142704.16666666666,139125.0,138037.5,132129.16666666666,131044.875,149004.16666666666,156312.5,169358.33333333334,167450.0
walker county,GA,Chattanooga,13,295,763,124500.0,117783.33333333333,117491.58333333333,123979.16666666667,121304.16666666667,126933.125,126370.83333333333,142597.91666666666,149798.75,157700.0
darlington county,SC,Florence,45,31,764,145103.0,144103.16666666666,133289.58333333334,125779.16666666667,127362.5,130033.33333333333,129162.5,146368.45833333334,137895.83333333334,129725.0
bedford county,VA,Lynchburg,51,19,765,281496.25,270195.8333333333,253480.29166666666,237729.16666666666,248397.91666666666,251157.91666666666,259291.66666666666,280520.75,291532.8333333333,287100.0
lonoke county,AR,Little Rock-North Little Rock-Conway,5,85,766,143243.66666666666,138204.08333333334,135329.16666666666,140029.16666666666,137847.91666666666,144811.66666666666,147135.41666666666,151224.16666666666,158381.125,159000.0
walker county,TX,Huntsville,48,471,767,147033.33333333334,149120.83333333334,144295.83333333334,150241.66666666666,171416.66666666666,202504.16666666666,203620.79166666666,218123.95833333334,227015.41666666666,234700.0
rutherford county,NC,Forest City,37,161,768,194375.0,189900.0,167454.16666666666,187854.16666666666,189070.83333333334,188474.83333333334,198800.0,219134.16666666666,237170.83333333334,244900.0
jones county,MS,Laurel,28,67,769,124679.16666666667,122975.0,113955.08333333333,127404.16666666667,119058.33333333333,96579.16666666667,113729.16666666667,123862.5,130750.0,139950.0
columbia county,FL,Lake City,12,23,770,151904.16666666666,141118.75,123616.16666666667,139220.83333333334,146866.66666666666,144482.29166666666,158735.95833333334,177829.16666666666,191767.5,185000.0
columbia county,PA,Bloomsburg-Berwick,42,37,771,157481.25,150241.66666666666,147162.5,140179.16666666666,137266.66666666666,144291.66666666666,154450.0,152891.66666666666,147796.54166666666,152250.0
adams county,IL,Quincy,17,1,772,117016.66666666667,116920.83333333333,110650.0,109179.16666666667,113962.45833333333,113916.66666666667,118041.66666666667,121766.66666666667,130000.0,126437.5
kauai county,HI,Kapaa,15,7,773,680561.5,609416.6666666666,690333.3333333334,712666.6666666666,662291.6666666666,657604.1666666666,703166.6666666666,710981.1666666666,778047.8333333334,804500.0
marquette county,MI,Marquette,26,103,774,152392.91666666666,141162.5,140266.66666666666,146141.66666666666,144491.66666666666,149312.5,151462.5,154228.95833333334,167858.33333333334,167450.0
troup county,GA,LaGrange,13,285,775,140792.70833333334,134682.91666666666,139137.5,144841.66666666666,154173.75,150050.0,164033.33333333334,161879.16666666666,178733.29166666666,189875.0
walker county,AL,Birmingham-Hoover,1,127,776,127600.0,127600.0,127600.0,135087.5,136650.0,141370.83333333334,171750.0,151700.0,129983.33333333333,130300.0
james city county,VA,Virginia Beach-Norfolk-Newport News,51,95,777,336058.3333333333,328127.5,306018.125,326479.1666666667,344863.5416666667,347438.125,345570.0,339335.4166666667,345331.1666666667,354000.0
grand forks county,ND,Grand Forks,38,35,778,241800.54545454544,241800.54545454544,241800.54545454544,241800.54545454544,241800.54545454544,241800.54545454544,241800.54545454544,241800.54545454544,241800.54545454544,237400.0
laurens county,SC,Greenville-Anderson-Mauldin,45,59,779,152378.57142857142,152378.57142857142,152378.57142857142,152378.57142857142,152378.57142857142,152378.57142857142,152378.57142857142,155800.0,172911.91666666666,170250.0
marion county,OH,Marion,39,101,780,85171.42857142857,85171.42857142857,85171.42857142857,85171.42857142857,85171.42857142857,85171.42857142857,94120.83333333333,88427.04166666667,95324.58333333333,84700.0
carteret county,NC,Morehead City,37,31,781,325475.0,302958.25,279108.2916666667,271254.6666666667,275787.4166666667,283982.6666666667,280808.3333333333,293062.0833333333,302528.2916666667,302200.0
klamath county,OR,Klamath Falls,41,35,782,183287.5,168829.16666666666,162540.83333333334,181266.66666666666,180079.16666666666,187170.83333333334,192395.83333333334,195287.45833333334,222083.25,227500.0
williamson county,IL,Carbondale-Marion,17,199,783,129154.16666666667,123212.5,118520.83333333333,118429.16666666667,124562.5,138885.41666666666,135050.0,131958.33333333334,127224.875,123100.0
robertson county,TN,Nashville-Davidson--Murfreesboro--Franklin,47,147,784,164859.375,149916.66666666666,145618.75,155908.29166666666,167531.33333333334,184168.75,213149.33333333334,233941.66666666666,254458.33333333334,264300.0
dallas county,IA,Des Moines-West Des Moines,19,49,785,182388.33333333334,199431.25,208116.66666666666,210142.70833333334,257295.83333333334,261958.33333333334,272104.7916666667,292520.4583333333,302016.25,299950.0
salem county,NJ,Philadelphia-Camden-Wilmington,34,33,786,180179.16666666666,161037.91666666666,154441.625,152179.16666666666,149420.70833333334,132882.79166666666,127950.0,123058.04166666667,130525.0,137175.0
butler county,KS,Wichita,20,15,787,150316.66666666666,147805.16666666666,151225.0,154379.16666666666,152706.25,165883.33333333334,172312.5,192964.58333333334,197016.66666666666,189900.0
warren county,NY,Glens Falls,36,113,788,248225.0,241120.625,247574.95833333334,248439.58333333334,237070.83333333334,234529.16666666666,244091.66666666666,242183.25,251191.66666666666,243950.0
chaves county,NM,Roswell,35,5,789,154847.91666666666,152829.16666666666,138687.5,138375.0,147704.16666666666,143364.58333333334,146341.66666666666,150074.91666666666,165887.5,167375.0
harrison county,TX,Marshall,48,203,790,166745.83333333334,168845.83333333334,179462.5,169958.33333333334,179719.54166666666,181637.08333333334,172045.83333333334,188706.25,194891.66666666666,185750.0
mccracken county,KY,Paducah,21,145,791,154237.5,147766.66666666666,155358.33333333334,152504.04166666666,149074.91666666666,152375.0,154391.66666666666,160200.0,158550.0,164950.0
york county,VA,Virginia Beach-Norfolk-Newport News,51,199,792,321895.8333333333,311500.0,295297.9166666667,307150.0,326135.0,319290.25,316974.375,329452.0833333333,323428.125,319745.0
livingston county,NY,Rochester,36,51,793,141800.0,141800.0,141800.0,141800.0,137500.0,142558.33333333334,138966.66666666666,137441.66666666666,144595.83333333334,140550.0
saint francois county,MO,Farmington,29,187,794,121512.5,116012.45833333333,113720.83333333333,112312.5,114712.54166666667,110316.66666666667,110404.16666666667,115324.58333333333,126458.33333333333,129900.0
carbon county,PA,Allentown-Bethlehem-Easton,42,25,795,168333.33333333334,159754.16666666666,148066.58333333334,145773.20833333334,146262.41666666666,141379.08333333334,141079.16666666666,148758.29166666666,162570.83333333334,164700.0
fauquier county,VA,Washington-Arlington-Alexandria,51,61,796,345537.5,352633.3333333333,376548.75,409986.9166666667,429386.6666666667,424085.7916666667,438807.0833333333,458097.2916666667,468395.0,459925.0
